candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
4주기 1.5 item4로 이동됨 4주기 1.5 item4로 이동. 체계·운영·문항 구성 세부항목으로 확대됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00726,신설후보,5.1,성과관리,1.5,교육성과,items,item:4,true,주요 점검사항,checkpoints,0.596,c3__5_1__checkpoints__item:5,c4__1_5__checkpoints__item:4,교육만족도 조사를 실시하며 조사의 내용과 방법은 적절한가,교육 만족도 조사 실시를 위한 체계 및 운영은 적절한가,needs_review,weak_candidate,5,manual_complex_nm_criterion;low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00727,신설후보,,,1.5,교육성과,sub_items,item:4.sub:001,true,주요 점검사항,checkpoints,,,c4__1_5__checkpoints__item:4.sub:001,,"관련 규정, 조직 구성, 위원회 운영 실적 등",needs_review,weak_candidate,4,manual_complex_nm_criterion;target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00728,신설후보,,,1.5,교육성과,sub_items,item:4.sub:002,true,주요 점검사항,checkpoints,,,c4__1_5__checkpoints__item:4.sub:002,,교육 만족도 조사의 정기적 실시 및 조사 방법 등,needs_review,weak_candidate,4,manual_complex_nm_criterion;target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00729,신설후보,,,1.5,교육성과,sub_items,item:4.sub:003,true,주요 점검사항,checkpoints,,,c4__1_5__checkpoints__item:4.sub:003,,교육 만족도 조사 내용 및 문항 구성의 적절성 등,needs_review,weak_candidate,3,manual_complex_nm_criterion;target_only_new_or_move_review;needs_review_status,pending,true
4주기 1.5 item5로 이동됨 4주기 1.5 item5로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00730,신설후보,5.1,성과관리,1.5,교육성과,items,item:5,true,주요 점검사항,checkpoints,0.585,c3__5_1__checkpoints__item:6,c4__1_5__checkpoints__item:5,교육만족도 조사 결과 환류가 적절한가,교육 만족도 조사 결과를 반영하여 적절하게 개선하고 있는가,needs_review,weak_candidate,5,manual_complex_nm_criterion;low_similarity_match;needs_review_status,pending,true
4주기 1.5 item1로 단일화됨(재학생 충원율과 통합),,Unmatched 3-cycle item requires human deletion/move review.,기준값/정량;산식/기준산정;실적기간,chg_00731,삭제/이동후보,5.2,교육성과,1.5,교육성과,,,true,주요 점검사항,checkpoints,,c3__5_2__checkpoints__item:1,,정원내 신입생 충원율의 최근 3년간 평균이 기준값을 충족하고 있는가,,needs_review,possible_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기에서 삭제됨,,Unmatched 3-cycle item requires human deletion/move review.,산식/기준산정,chg_00732,삭제후보,5.2,교육성과,1.5,교육성과,,,true,주요 점검사항,checkpoints,,c3__5_2__checkpoints__item:3,,정원내 신입생 및 재학생 충원율 제고를 위한 노력이 적절한가,,needs_review,weak_candidate,3,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 1.5 item3으로 이동됨 3주기 1.1 item4에서 4주기 1.5 item3으로 이동. '평가'→'진단'으로 변경됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00733,이동후보,1.1,교육목표 및 인재상,1.5,교육성과,,,true,주요 점검사항,checkpoints,,c3__1_1__checkpoints__item:4,,학생학습성과를 제고하기 위하여 어떻게 노력하고 있는가,,needs_review,weak_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status,pending,true
"4주기 item1로 이동. '인재상' 추가, '정책'→'정책 및 계획'으로 변경됨",,Change type is heuristic unless verification_status is confirmed.,,chg_00734,변경,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,items,item:1,false,주요 점검사항,checkpoints,0.886,c3__5_5__checkpoints__item:1,c4__1_6__checkpoints__item:1,"대학의 건학이념, 교육목적, 교육목표 등에 부합하는 사회봉사정책이 적절한가","대학의 건학이념, 교육목적, 교육목표, 인재상 등에 부합하는 사회봉사 정책 및 계획은 적절한가",candidate,not_applicable,0,candidate_status,pending,true
"4주기 item2로 이동. 세부항목(규정, 조직, 인력, 예산) 추가됨",,Change type is heuristic unless verification_status is confirmed.,,chg_00735,변경,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,items,item:2,false,주요 점검사항,checkpoints,0.957,c3__5_5__checkpoints__item:5,c4__1_6__checkpoints__item:2,사회봉사 관련 행정적 지원과 예산 집행 실적이 적절한가,사회봉사 관련 행정적 지원과 예산 집행 실적은 적절한가,candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00736,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:2.sub:001,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:2.sub:001,,"관련 규정, 조직 및 인력 구성, 예산 편성 및 집행 실적 등",needs_review,weak_candidate,5,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00737,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,items,item:3,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:3,,사회봉사와 관련한 규정(학칙)에 따라 대학이 기획한 사회봉사 활동 프로그램과 교과목의 운영은 적절한가,needs_review,weak_candidate,4,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00738,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:3.sub:001,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:3.sub:001,,"사회봉사 교과목 운영 실적, 사회봉사 활동 프로그램 운영 실적 등",needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00739,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:3.sub:002,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:3.sub:002,,대학 구성원의 사회봉사 활동 프로그램 운영 실적 등,needs_review,weak_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00740,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,items,item:4,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:4,,"대학의 건학이념, 발전계획 등에 부합하는 사회공헌 활동을 위한 실천 계획을 적절하게 수립하고 있는가",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00741,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:4.sub:001,true,주요 점검사항,checkpoints,,,c4__1_6__checkpoints__item:4.sub:001,,"관련 규정, 추진 체계, 추진 계획 등",needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 item5로 단일화됨(item2와 통합),,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00742,신설후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,items,item:5,true,주요 점검사항,checkpoints,0.703,c3__5_6__checkpoints__item:1,c4__1_6__checkpoints__item:5,지역대학과의 인적·물적 자원 공유를 위한 근거 마련과 체계가 적절한가,"지역사회(지역대학, 해외기관 등 포함)와의 연계·협력과 인적·물적 자원 공유를 위한 근거 마련 및 체계는 적절한가",needs_review,weak_candidate,5,low_similarity_match;needs_review_status,pending,true
4주기 item6으로 단일화됨(item3과 통합),,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00743,신설후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,items,item:6,true,주요 점검사항,checkpoints,0.526,c3__5_6__checkpoints__item:4,c4__1_6__checkpoints__item:6,지역대학 및 지역사회와의 공유 실적은 적절한가,"지역사회(지역대학, 해외기관 등 포함)와의 교육·연구·산학협력 성과의 공유 실적은 적절한가",needs_review,weak_candidate,5,low_similarity_match;needs_review_status,pending,true
"4주기 item3으로 통합됨. items 3, 4, 6과 합쳐져 단일화됨",,Unmatched 3-cycle item requires human deletion/move review.,증빙,chg_00744,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_5__checkpoints__item:2,,사회봉사와 관련한 규정(학칙)이 갖추어져 있는가,,needs_review,weak_candidate,2,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
4주기 item3으로 단일화됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00745,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_5__checkpoints__item:3,,사회봉사 교과목의 담당 교수 배정과 운영방식이 적절한가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item3으로 단일화됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00746,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_5__checkpoints__item:4,,대학이 기획하고 운영하는 사회봉사 프로그램이 적절한가,,needs_review,weak_candidate,4,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item3의 sub_item으로 통합됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00747,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_5__checkpoints__item:6,,대학구성원이 사회봉사에 적극적으로 참여하는가,,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item5로 단일화됨(item1과 통합). 해외기관 포함으로 범위 확대됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00748,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_6__checkpoints__item:2,,지역사회와의 연계·협력을 위한 근거 마련과 체계가 적절한가,,needs_review,weak_candidate,3,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item6으로 단일화됨(item4와 통합). '교육·연구·산학협력 성과 공유'로 변경됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00749,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,주요 점검사항,checkpoints,,c3__5_6__checkpoints__item:3,,대학의 산학협력 체계 및 실적은 적절한가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기에서 '비교과과정의 연계' 삭제됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00750,유지,2.1,교육과정 체계,2.1,교육과정 체계,items,item:1,false,주요 점검사항,checkpoints,1.000,c3__2_1__checkpoints__item:1,c4__2_1__checkpoints__item:1,대학의 교육목표 및 인재상에 기초하여 교육과정을 구성하고 있는가,대학의 교육목표 및 인재상에 기초하여 교육과정을 구성하고 있는가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00751,변경,2.1,교육과정 체계,2.1,교육과정 체계,sub_items,item:1.sub:001,false,주요 점검사항,checkpoints,0.889,c3__2_1__checkpoints__item:1.sub:001,c4__2_1__checkpoints__item:1.sub:001,"교육목표와 인재상과 교과과정(교양, 전공), 비교과과정의 연계","교육목표와 인재상과 교과과정(교양, 전공)의 연계",candidate,not_applicable,0,candidate_status,pending,true
4주기에서 '적절하게'→'체계적으로' 변경. '학사구조 개편에 따른 교육과정 편성 현황' 신규 추가됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00752,변경,2.1,교육과정 체계,2.1,교육과정 체계,items,item:2,false,주요 점검사항,checkpoints,0.788,c3__2_1__checkpoints__item:2,c4__2_1__checkpoints__item:2,교육과정은 적절하게 편성하고 있는가,교육과정은 체계적으로 편성하고 있는가,candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00753,신설후보,2.1,교육과정 체계,2.1,교육과정 체계,sub_items,item:2.sub:001,true,주요 점검사항,checkpoints,0.667,c3__2_1__checkpoints__item:2.sub:001,c4__2_1__checkpoints__item:2.sub:001,교육과정(비교과과정 포함) 편성 원칙,"교양교육과정, 전공교육과정 편성 원칙, 절차",needs_review,weak_candidate,5,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정,chg_00754,신설후보,2.1,교육과정 체계,2.1,교육과정 체계,sub_items,item:2.sub:002,true,주요 점검사항,checkpoints,0.630,c3__2_1__checkpoints__item:2.sub:002,c4__2_1__checkpoints__item:2.sub:002,"졸업 이수 학점에서 교양, 전공의 학점 비율","졸업 이수 학점에서 교양, 전공의 학점 비율(교양 학점 비율은 졸업 이수 학점의 30%±10% 권장)",needs_review,possible_candidate,2,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00755,신설후보,,,2.1,교육과정 체계,sub_items,item:2.sub:003,true,주요 점검사항,checkpoints,,,c4__2_1__checkpoints__item:2.sub:003,,학사구조 개편에 따른 교육과정 편성 현황,needs_review,weak_candidate,3,target_only_new_or_move_review;needs_review_status,pending,true
